Assembly Accession	Assembly Name	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds
GCA_000010605.1	ASM1060v1	Streptomyces griseus subsp. griseus NBRC 13350		NBRC 13350					Annotation submitted by The University of Tokyo	Complete Genome	2008-04-08		1
GCF_000010605.1	ASM1060v1	Streptomyces griseus subsp. griseus NBRC 13350		NBRC 13350					GCF_000010605.1-RS_2024_06_16	Complete Genome	2008-04-08		1
GCA_016917755.1	ASM1691775v1	Streptomyces noursei		A-2-1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-02-22		1
GCF_016917755.1	ASM1691775v1	Streptomyces noursei		A-2-1					GCF_016917755.1-RS_2024_03_28	Complete Genome	2021-02-22		1
GCA_002804165.1	ASM280416v1	Streptomyces cavourensis		1AS2a					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2017-12-04		1
GCF_002804165.1	ASM280416v1	Streptomyces cavourensis		1AS2a					GCF_002804165.1-RS_2024_03_28	Complete Genome	2017-12-04		1
GCA_001886595.1	ASM188659v1	Streptomyces venezuelae		NRRL B-65442					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2016-11-28		2
GCF_001886595.1	ASM188659v1	Streptomyces venezuelae		NRRL B-65442					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2016-11-28		2
GCA_037126205.1	ASM3712620v1	Streptomyces hygroscopicus subsp. hygroscopicus		DSM 41954					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-03-13		1
GCF_037126205.1	ASM3712620v1	Streptomyces hygroscopicus subsp. hygroscopicus		DSM 41954					GCF_037126205.1-RS_2024_04_05	Complete Genome	2024-04-05		1
GCA_030863865.1	ASM3086386v1	Streptomyces rochei		JK1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2023-08-23		2
GCF_030863865.1	ASM3086386v1	Streptomyces rochei		JK1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2023-08-23		2
GCA_003932715.1	ASM393271v1	Streptomyces tsukubensis		NRRL 18488					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2018-12-10		3
GCF_003932715.1	ASM393271v1	Streptomyces tsukubensis		NRRL 18488					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2018-12-10		3
GCA_000091305.1	ASM9130v1	Streptomyces scabiei 87.22		87.22					Annotation submitted by Wellcome Trust Sanger Institute	Complete Genome	2009-10-06		1
GCF_000091305.1	ASM9130v1	Streptomyces scabiei 87.22		87.22					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2009-10-06		1
GCA_016467295.1	ASM1646729v1	Streptomyces murinus		Am1						Complete Genome	2021-01-04		1
GCF_016467295.1	ASM1646729v1	Streptomyces murinus		Am1					GCF_016467295.1-RS_2024_03_28	Complete Genome	2021-01-04		1
GCA_016804005.1	ASM1680400v1	Streptomyces pratensis		S10						Complete Genome	2021-02-03		2
GCF_016804005.1	ASM1680400v1	Streptomyces pratensis		S10					GCF_016804005.1-RS_2024_03_27	Complete Genome	2021-02-03		2
GCA_018255875.1	ASM1825587v1	Streptomyces lavendulae subsp. lavendulae		Del-LP					Annotation submitted by Bielefeld University	Complete Genome	2021-05-04		1
GCF_018255875.1	ASM1825587v1	Streptomyces lavendulae subsp. lavendulae		Del-LP					GCF_018255875.1-RS_2024_06_17	Complete Genome	2021-05-04		1
GCA_003330865.1	ASM333086v1	Streptomyces atratus		SCSIO_ZH16					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2018-07-20		1
GCF_003330865.1	ASM333086v1	Streptomyces atratus		SCSIO_ZH16					GCF_003330865.1-RS_2024_03_28	Complete Genome	2018-07-20		1
GCA_003344445.1	ASM334444v1	Streptomyces lincolnensis		LC-G					Annotation submitted by Shanghai Jiao Tong University	Complete Genome	2018-07-27		1
GCF_003344445.1	ASM334444v1	Streptomyces lincolnensis		LC-G					GCF_003344445.1-RS_2024_06_17	Complete Genome	2018-07-27		1
GCA_003595235.1	ASM359523v1	Streptomyces griseorubiginosus		3E-1					Annotation submitted by Chungnam National University	Complete Genome	2018-09-25		1
GCF_003595235.1	ASM359523v1	Streptomyces griseorubiginosus		3E-1					GCF_003595235.1-RS_2024_05_04	Complete Genome	2018-09-25		1
GCA_015244315.1	ASM1524431v1	Streptomyces olivaceus		SCSIO T05						Complete Genome	2020-11-05		1
GCF_015244315.1	ASM1524431v1	Streptomyces olivaceus		SCSIO T05					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2020-11-05		1
GCA_001984445.1	ASM198444v1	Streptomyces lydicus		GS93			23			Complete Genome	2017-02-03		1
GCF_001984445.1	ASM198444v1	Streptomyces lydicus		GS93			23		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2017-02-03		1
GCA_036346855.1	ASM3634685v1	Streptomyces europaeiscabiei		NBC_00515					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-02-02		3
GCF_036346855.1	ASM3634685v1	Streptomyces europaeiscabiei		NBC_00515					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-02-02		3
GCA_036177905.1	ASM3617790v1	Streptomyces canus		NBC_00277					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-01-25		2
GCF_036177905.1	ASM3617790v1	Streptomyces canus		NBC_00277					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-01-25		2
GCA_020783455.1	ASM2078345v1	Streptomyces anulatus		YINM00001						Complete Genome	2021-11-07		2
GCF_020783455.1	ASM2078345v1	Streptomyces anulatus		YINM00001					GCF_020783455.1-RS_2024_03_28	Complete Genome	2021-11-07		2
GCA_018141485.1	ASM1814148v1	Streptomyces alfalfae		XN-04					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-04-27		2
GCF_018141485.1	ASM1814148v1	Streptomyces alfalfae		XN-04					GCF_018141485.1-RS_2024_04_27	Complete Genome	2021-04-27		2
GCA_008704515.1	ASM870451v1	Streptomyces viridosporus T7A		ATCC 39115					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2019-09-26		1
GCF_008704515.1	ASM870451v1	Streptomyces viridosporus T7A		ATCC 39115					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2019-09-26		1
GCA_023923245.1	ASM2392324v1	Streptomyces phaeoluteigriseus		Qhu-M197					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-06-27		3
GCF_023923245.1	ASM2392324v1	Streptomyces phaeoluteigriseus		Qhu-M197					GCF_023923245.1-RS_2024_07_04	Complete Genome	2022-06-27		3
GCA_028421465.1	ASM2842146v1	Streptomyces xanthophaeus		KPP03845					Annotation submitted by Korea Institute of Science and Technology	Complete Genome	2023-02-02		3
GCF_028421465.1	ASM2842146v1	Streptomyces xanthophaeus		KPP03845					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2023-02-02		3
GCA_017352335.1	ASM1735233v1	Streptomyces nodosus		ZJB2016050						Complete Genome	2021-03-14		1
GCF_017352335.1	ASM1735233v1	Streptomyces nodosus		ZJB2016050					GCF_017352335.1-RS_2024_04_10	Complete Genome	2021-03-14		1
GCA_001660045.1	ASM166004v1	Streptomyces parvulus		2297					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2016-06-08		2
GCF_001660045.1	ASM166004v1	Streptomyces parvulus		2297					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2016-06-08		2
GCA_016803985.1	ASM1680398v1	Streptomyces koyangensis		SCSIO 5802					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-02-03		2
GCF_016803985.1	ASM1680398v1	Streptomyces koyangensis		SCSIO 5802					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-02-03		2
GCA_001278075.1	ASM127807v1	Streptomyces pristinaespiralis		HCCB 10218					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2015-09-02		1
GCF_001278075.1	ASM127807v1	Streptomyces pristinaespiralis		HCCB 10218					GCF_001278075.1-RS_2024_03_28	Complete Genome	2015-09-02		1
GCA_013364315.1	ASM1336431v1	Streptomyces microflavus		NA06532					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2020-06-22		3
GCF_013364315.1	ASM1336431v1	Streptomyces microflavus		NA06532					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2020-06-22		3
GCA_003391135.1	ASM339113v1	Streptoverticillium olivoreticuli subsp. olivoreticuli		ATCC 31159						Complete Genome	2018-08-14		1
GCF_003391135.1	ASM339113v1	Streptoverticillium olivoreticuli subsp. olivoreticuli		ATCC 31159					GCF_003391135.1-RS_2024_03_28	Complete Genome	2018-08-14		1
GCA_030294945.1	SGFS_1.0	Streptomyces graminofaciens		A-8890					Annotation submitted by Chemistry, Tokyo Institute of Technology	Complete Genome	2023-03-28		1
GCF_030294945.1	SGFS_1.0	Streptomyces graminofaciens		A-8890					GCF_030294945.1-RS_2024_06_21	Complete Genome	2023-03-28		1
GCA_036204065.1	ASM3620406v1	Streptomyces tauricus		NBC_00189					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-01-25		1
GCF_036204065.1	ASM3620406v1	Streptomyces tauricus		NBC_00189					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-01-25		1
GCA_036345035.1	ASM3634503v1	Streptomyces pseudovenezuelae		NBC_00598					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-02-02		2
GCF_036345035.1	ASM3634503v1	Streptomyces pseudovenezuelae		NBC_00598					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-02-02		2
GCA_029011865.1	ASM2901186v1	Streptomyces yunnanensis		P86					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2023-03-06		1
GCF_029011865.1	ASM2901186v1	Streptomyces yunnanensis		P86					GCF_029011865.1-RS_2024_03_28	Complete Genome	2023-03-06		1
GCA_015710995.1	ASM1571099v1	Streptomyces gardneri		ATCC 15439					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2020-12-02		1
GCF_015710995.1	ASM1571099v1	Streptomyces gardneri		ATCC 15439					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2020-12-02		1
GCA_017526105.1	ASM1752610v1	Streptomyces cyanogenus		S136					Annotation submitted by Ivan Franko National University of Lviv	Complete Genome	2021-03-22		1
GCF_017526105.1	ASM1752610v1	Streptomyces cyanogenus		S136					GCF_017526105.1-RS_2024_04_19	Complete Genome	2021-03-22		1
GCA_035917655.1	ASM3591765v1	Streptomyces anthocyanicus		NBC 01777					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-01-20		2
GCF_035917655.1	ASM3591765v1	Streptomyces anthocyanicus		NBC 01777					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-01-20		2
GCA_002082195.1	ASM208219v1	Streptomyces gilvosporeus		F607					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2017-04-10		1
GCF_002082195.1	ASM208219v1	Streptomyces gilvosporeus		F607					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2017-04-10		1
GCA_021028635.1	ASM2102863v1	Streptomyces huasconensis		D23					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-12-02		1
GCF_021028635.1	ASM2102863v1	Streptomyces huasconensis		D23					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-12-02		1
GCA_033109485.1	ASM3310948v1	Streptomyces cyaneofuscatus		89-2-2					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2023-10-30		1
GCF_033109485.1	ASM3310948v1	Streptomyces cyaneofuscatus		89-2-2					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2023-10-30		1
GCA_024666385.1	ASM2466638v1	Streptomyces yangpuensis		CM253					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-08-15		4
GCF_024666385.1	ASM2466638v1	Streptomyces yangpuensis		CM253					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-08-15		4
GCA_003325375.1	ASM332537v1	Streptomyces globosus		LZH-48					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2018-07-17		3
GCF_003325375.1	ASM332537v1	Streptomyces globosus		LZH-48					GCF_003325375.1-RS_2024_05_04	Complete Genome	2018-07-17		3
GCA_003665435.1	ASM366543v1	Streptomyces fungicidicus		TXX3120					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2018-10-17		2
GCF_003665435.1	ASM366543v1	Streptomyces fungicidicus		TXX3120					GCF_003665435.1-RS_2024_03_28	Complete Genome	2018-10-17		2
GCA_036227585.1	ASM3622758v1	Streptomyces niveus		NBC_01447					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-01-25		2
GCF_036227585.1	ASM3622758v1	Streptomyces niveus		NBC_01447					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-01-25		2
GCA_000280865.2	ASM28086v2	Streptomyces auratus AGR0001		AGR0001					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-04-21		1
GCF_000280865.2	ASM28086v2	Streptomyces auratus AGR0001		AGR0001					GCF_000280865.2-RS_2024_05_06	Complete Genome	2021-04-21		1
GCA_026427415.1	ASM2642741v1	Streptomyces tanashiensis		Kala					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-11-28		1
GCF_026427415.1	ASM2642741v1	Streptomyces tanashiensis		Kala					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-11-28		1
GCA_024442315.1	ASM2444231v1	Streptomyces koelreuteriae		CRLD-Y-1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-07-26		2
GCF_024442315.1	ASM2444231v1	Streptomyces koelreuteriae		CRLD-Y-1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-07-26		2
GCA_014216335.1	ASM1421633v1	Streptomyces rutgersensis		NBH77					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2020-08-17		2
GCF_014216335.1	ASM1421633v1	Streptomyces rutgersensis		NBH77					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2020-08-17		2
GCA_002128305.1	ASM212830v1	Streptomyces marincola		SCSIO 03032					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2017-05-11		1
GCF_002128305.1	ASM212830v1	Streptomyces marincola		SCSIO 03032					GCF_002128305.1-RS_2024_07_31	Complete Genome	2017-05-11		1
GCA_025908395.1	ASM2590839v1	Streptomyces milbemycinicus		SIPI-054						Complete Genome	2022-10-30		1
GCF_025908395.1	ASM2590839v1	Streptomyces milbemycinicus		SIPI-054					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-10-30		1
GCA_014852565.2	ASM1485256v2	Streptomyces caniscabiei		ID03-3A					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2023-03-16		1
GCF_014852565.2	ASM1485256v2	Streptomyces caniscabiei		ID03-3A					GCF_014852565.2-RS_2024_04_01	Complete Genome	2023-03-16		1
GCA_030291795.1	ASM3029179v1	Streptomyces antimycoticus		FIM95-F1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2023-06-20		1
GCF_030291795.1	ASM3029179v1	Streptomyces antimycoticus		FIM95-F1					GCF_030291795.1-RS_2024_08_12	Complete Genome	2023-06-20		1
GCA_022221585.1	ASM2222158v1	Streptomyces inhibens		NRRL30439					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-02-14		1
GCF_022221585.1	ASM2222158v1	Streptomyces inhibens		NRRL30439					GCF_022221585.1-RS_2024_04_30	Complete Genome	2022-02-14		1
GCA_036250755.1	ASM3625075v1	Streptomyces uncialis		NBC_01365					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-01-26		3
GCF_036250755.1	ASM3625075v1	Streptomyces uncialis		NBC_01365					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-01-26		3
GCA_036287475.1	ASM3628747v1	Streptomyces iakyrus		CGMCC 4.1912					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-01-29		1
GCF_036287475.1	ASM3628747v1	Streptomyces iakyrus		CGMCC 4.1912					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-01-29		1
GCA_035917595.1	ASM3591759v1	Streptomyces scopuliridis		NBC 01786					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-01-20		3
GCF_035917595.1	ASM3591759v1	Streptomyces scopuliridis		NBC 01786					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-01-20		3
GCA_036014075.1	ASM3601407v1	Streptomyces violaceus		NBC_00450					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-01-25		2
GCF_036014075.1	ASM3601407v1	Streptomyces violaceus		NBC_00450					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-01-25		2
GCA_036178885.1	ASM3617888v1	Streptomyces caniferus		NBC_00270					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-01-25		2
GCF_036178885.1	ASM3617888v1	Streptomyces caniferus		NBC_00270					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-01-25		2
GCA_035918035.1	ASM3591803v1	Streptomyces hirsutus		NBC 01753					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-01-20		1
GCF_035918035.1	ASM3591803v1	Streptomyces hirsutus		NBC 01753					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-01-20		1
GCA_030719275.1	ASM3071927v1	Streptomyces laculatispora		Mut2					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2023-08-14		5
GCF_030719275.1	ASM3071927v1	Streptomyces laculatispora		Mut2					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2023-08-14		5
GCA_036170895.1	ASM3617089v1	Streptomyces erythrochromogenes		NBC_00303					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-01-25		2
GCF_036170895.1	ASM3617089v1	Streptomyces erythrochromogenes		NBC_00303					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-01-25		2
GCA_003627815.1	ASM362781v1	Streptomyces hundungensis		BH38					Annotation submitted by Chungnam National University	Complete Genome	2018-10-09		1
GCF_003627815.1	ASM362781v1	Streptomyces hundungensis		BH38					GCF_003627815.1-RS_2024_05_04	Complete Genome	2018-10-09		1
GCA_013394065.1	ASM1339406v1	Streptomyces rectiverticillatus		B15-08					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2020-07-08		1
GCF_013394065.1	ASM1339406v1	Streptomyces rectiverticillatus		B15-08					GCF_013394065.1-RS_2024_05_05	Complete Genome	2020-07-08		1
GCA_036189845.1	ASM3618984v1	Streptomyces jietaisiensis		NBC_00521					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-01-25		3
GCF_036189845.1	ASM3618984v1	Streptomyces jietaisiensis		NBC_00521					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-01-25		3
GCA_036240075.1	ASM3624007v1	[Kitasatospora] papulosa		NBC_01269					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-01-26		2
GCF_036240075.1	ASM3624007v1	[Kitasatospora] papulosa		NBC_01269					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-01-26		2
GCA_009739905.1	ASM973990v1	Streptomyces ficellus		NRRL 8067					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2019-12-11		1
GCF_009739905.1	ASM973990v1	Streptomyces ficellus		NRRL 8067					GCF_009739905.1-RS_2024_04_23	Complete Genome	2019-12-11		1
GCA_013364095.1	ASM1336409v1	Streptomyces harbinensis		NA02264					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2020-06-22		1
GCF_013364095.1	ASM1336409v1	Streptomyces harbinensis		NA02264					GCF_013364095.1-RS_2024_05_05	Complete Genome	2020-06-22		1
GCA_023614315.1	ASM2361431v1	Streptomyces sudanensis		SD 504					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	2022-05-31		1
GCF_023614315.1	ASM2361431v1	Streptomyces sudanensis		SD 504					GCF_023614315.1-RS_2024_03_28	Chromosome	2022-05-31		1
GCA_000349325.1	ASM34932v1	Streptomyces davaonensis JCM 4913		JCM 4913					Annotation submitted by CeBiTec	Chromosome	2012-10-09		2
GCF_000349325.1	ASM34932v1	Streptomyces davaonensis JCM 4913		JCM 4913					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	2012-10-09		2
GCA_002214185.1	ASM221418v1	Streptomyces capitiformicae		1H-SSA4						Chromosome	2017-07-03		1
GCF_002214185.1	ASM221418v1	Streptomyces capitiformicae		1H-SSA4					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	2017-07-03		1
GCA_003355155.1	ASM335515v1	Streptomyces armeniacus		ATCC 15676					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	2018-08-05		1
GCF_003355155.1	ASM335515v1	Streptomyces armeniacus		ATCC 15676					GCF_003355155.1-RS_2024_05_04	Chromosome	2018-08-05		1
GCA_025427835.1	ASM2542783v1	Streptomyces lusitanus		FZ202						Chromosome	2022-09-27		1
GCF_025427835.1	ASM2542783v1	Streptomyces lusitanus		FZ202					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	2022-09-27		1
GCA_001027185.1	ASM102718v1	Streptomyces incarnatus		NRRL 8089			Taxonomy ID: 665007		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	2015-06-03		4
GCF_001027185.1	ASM102718v1	Streptomyces incarnatus		NRRL 8089			Taxonomy ID: 665007		GCF_001027185.1-RS_2024_04_21	Chromosome	2015-06-03		4
GCA_000497445.1	S.roseochromogenes_v1	Streptomyces roseochromogenus subsp. oscitans DS 12.976		DS 12.976					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	2013-11-27	AWQX01	2
GCF_000497445.1	S.roseochromogenes_v1	Streptomyces roseochromogenus subsp. oscitans DS 12.976		DS 12.976					GCF_000497445.1-RS_2024_04_29	Chromosome	2013-11-27	AWQX01	2
