Assembly Accession	Organism Name	Organism Infraspecific Names Strain	Assembly Stats Total Sequence Length	Assembly Stats Contig N50	Assembly Stats Contig L50	Assembly Stats GC Count	Assembly Stats GC Percent	CheckM contamination
GCA_040640335.1	Streptomyces althioticus	NPDC022309	6718393	219386	9	4867242	72.5	
GCA_040642115.1	Streptomyces althioticus	NPDC020357	7186035	34334	69	5204206	72.5	0.95
GCA_040653195.1	Streptomyces althioticus	NPDC048011	7383265	20371	110	5373012	73	0.19
GCA_040684215.1	Streptomyces althioticus	NPDC091975	8149546	87761	28	5888304	72.5	0.09
GCA_003719395.1	Streptomyces altiplanensis	HST21	7924348	37351	64	5625079	71	0.13
GCA_039532665.1	Streptomyces amakusaensis	JCM 4167	8349877	379645	9	5996025	72	1.26
GCA_001632865.1	Streptomyces ambofaciens	DSM 40697	8137876	8137876	1	5885846	72.5	0.57
GCA_001267885.1	Streptomyces ambofaciens ATCC 23877	ATCC 23877	8393598	8303940	1	6059158	72	0.44
GCA_001953875.1	Streptomyces amritsarensis	MTCC 11845	7816792	63430	38	5673731	72.5	0.38
GCA_001315445.1	Streptomyces anandii JCM 4720	JCM 4720	3673373	1296	826	2534823	69	
GCA_014650655.1	Streptomyces anandii JCM 4720	JCM 4720	7932225	15391	159	5720642	72.5	0.87
GCA_019400875.1	Streptomyces anatolicus	BG9H	7259623	13615	158	5167294	71	1.2
GCA_002154415.1	Streptomyces angustmyceticus	NRRL B-2347	7462466	14721	149	5376452	72	0.93
GCA_009176265.1	Streptomyces angustmyceticus	NBRC 3934	8128774	217454	12	5867996	72.5	0.93
GCA_019933235.1	Streptomyces angustmyceticus	JCM 4053	8116382	8116382	1	5862293	72	0.93
GCA_025252265.1	Streptomyces angustmyceticus	CQUSa03	8107672	7443041	1	5861357	72.5	0.63
GCA_040640695.1	Streptomyces angustmyceticus	NPDC021743	8071527	178581	13	5835364	72.5	0.93
GCA_040701845.1	Streptomyces angustmyceticus	NPDC089174	8681994	319703	7	6237384	72	2.77
GCA_014647695.1	Streptomyces anthocyanicus	JCM 3037	9335373	314084	10	6694050	71.5	0.6
GCA_014650795.1	Streptomyces anthocyanicus	JCM 4739	8674739	363889	7	6266701	72	
GCA_014651155.1	Streptomyces anthocyanicus	JCM 5058	8187300	175002	14	5921224	72.5	
GCA_026184015.1	Streptomyces anthocyanicus	IPS92w	8326612	165478	14	6018574	72.5	
GCA_035917655.1	Streptomyces anthocyanicus	NBC 01777	8876440	8677221	1	6403306	72	
GCA_036226945.1	Streptomyces anthocyanicus	NBC 01687	8886815	8477056	1	6408746	72	0.19
GCA_040426425.1	Streptomyces anthocyanicus	NPDC000080	8396338	8444	279	6027695	72	1.07
GCA_040608835.1	Streptomyces anthocyanicus	NPDC005018	8448252	170377	15	6105526	72.5	
GCA_040611035.1	Streptomyces anthocyanicus	NPDC003196	8354121	183989	15	6038217	72.5	0.09
GCA_040631395.1	Streptomyces anthocyanicus	NPDC020086	8575071	149455	18	6190023	72	
GCA_040631415.1	Streptomyces anthocyanicus	NPDC020081	8575117	190158	16	6190221	72	
GCA_040635595.1	Streptomyces anthocyanicus	NPDC006946	8382992	152940	15	6056831	72.5	0.13
GCA_040650375.1	Streptomyces anthocyanicus	NPDC048675	9024661	201203	12	6501813	72	0.38
GCA_040650395.1	Streptomyces anthocyanicus	NPDC048681	8486903	109398	24	6133190	72.5	
GCA_040679675.1	Streptomyces anthocyanicus	NPDC052222	8612997	200433	13	6220707	72	
GCA_002019855.1	Streptomyces antibioticus	DSM 41481	8506622	924356	3	6096736	72	
GCA_012044595.1	Streptomyces antibioticus	DSM 41481	8473575	8473575	1	6091877	72	
GCA_026340665.1	Streptomyces antibioticus	NBC_01273	7978920	4143092	1	5739713	72	0.19
GCA_026342305.1	Streptomyces antibioticus	NBC_00282	8626826	7952161	1	6196405	72	0.51
GCA_040610455.1	Streptomyces antibioticus	NPDC004055	8268065	276117	10	5952696	72	1.33
GCA_040610515.1	Streptomyces antibioticus	NPDC004054	8477918	263343	10	6102553	72	1.07
GCA_040610585.1	Streptomyces antibioticus	NPDC004033	7968351	130151	16	5730892	72	0.38
GCA_040633185.1	Streptomyces antibioticus	NPDC013311	8298159	390764	8	5976333	72	
GCA_040635835.1	Streptomyces antibioticus	NPDC006840	8901609	75321	40	6360311	71.5	0.51
GCA_040638015.1	Streptomyces antibioticus	NPDC027318	8191259	445367	7	5899791	72	
GCA_040640315.1	Streptomyces antibioticus	NPDC022766	8192718	539769	6	5900389	72	
GCA_040647295.1	Streptomyces antibioticus	NPDC042634	7885493	231529	11	5680492	72	
GCA_020532625.1	Streptomyces antimicrobicus	SMC 277	6545928	38913	50	4804562	73.5	1.64
GCA_002154275.1	Streptomyces antimycoticus	NRRL B-24289	10807181	17265	180	7642407	70.5	2.68
GCA_005405925.1	Streptomyces antimycoticus	NBRC 12839	11174199	10917594	1	7927545	71	2.65
GCA_009936315.1	Streptomyces antimycoticus	NBRC 100767	11000615	11000615	1	7799430	71	2.27
GCA_030291795.1	Streptomyces antimycoticus	FIM95-F1	9718239	9718239	1	6903872	71	1.74
GCA_039535195.1	Streptomyces antimycoticus	JCM 4228	11283502	9534215	1	8003895	71	2.75
GCA_040642615.1	Streptomyces antimycoticus	NPDC047775	10746784	124549	25	7618887	71	2.49
GCA_040642795.1	Streptomyces antimycoticus	NPDC047733	10672403	183680	18	7568071	71	1.61
GCA_040650355.1	Streptomyces antimycoticus	NPDC048688	10886474	210214	18	7719404	71	2.11
GCA_040679395.1	Streptomyces antimycoticus	NPDC052284	11616428	78341	46	8235267	71	2.46
GCA_040686115.1	Streptomyces antimycoticus	NPDC086188	11238389	31324	105	7951704	71	2.68
GCA_000968685.2	Streptomyces antioxidans	MUSC 164	9118065	135927	22	6516852	71.5	2.08
GCA_004005495.1	Streptomyces antnestii	San01	8930571	306633	9	6317866	70.5	1.94
GCA_000717105.1	Streptomyces anulatus	NRRL B-3362	8402693	201367	13	5987728	71.5	1.33
GCA_000721175.1	Streptomyces anulatus	NRRL B-2873	8402354	178406	13	5987425	71.5	1.33
GCA_001434355.1	Streptomyces anulatus	ATCC 11523	8847108	2269932	2	6345534	71.5	
GCA_010548045.1	Streptomyces anulatus	SID10689	8286260	37429	66	5945476	72	0.57
GCA_010548615.1	Streptomyces anulatus	SID505	8240482	15550	147	5899101	71.5	0.76
GCA_010548705.1	Streptomyces anulatus	SID7903	8423833	41768	58	6040724	71.5	0.76
GCA_010550525.1	Streptomyces anulatus	SID9598	8142247	12106	182	5824056	71.5	0.63
GCA_014650675.1	Streptomyces anulatus	JCM 4721	8855698	353862	8	6350266	71.5	
GCA_019049185.1	Streptomyces anulatus	AC569_RSS891	9103607	104515	27	6502230	71.5	0.57
GCA_019378935.1	Streptomyces anulatus	VUW1	8874447	8874447	1	6344196	71.5	
GCA_020783455.1	Streptomyces anulatus	YINM00001	8690773	8372992	1	6224821	71.5	
GCA_026339775.1	Streptomyces anulatus	NBC_01645	9088432	1523792	3	6480149	71.5	0.19
GCA_026339795.1	Streptomyces anulatus	NBC_01623	8960955	4565571	1	6398061	71.5	
GCA_026339815.1	Streptomyces anulatus	NBC_01634	9298428	8491573	1	6629296	71.5	0.51
GCA_026340055.1	Streptomyces anulatus	NBC_01464	9279953	8620907	1	6613992	71.5	0.51
GCA_030286025.1	Streptomyces anulatus	K-31	8548838	75119	39	6113097	71.5	0.3
GCA_035917915.1	Streptomyces anulatus	NBC 01759	9115253	8723954	1	6525508	71.5	
GCA_035954115.1	Streptomyces anulatus	NBC_01333	8874522	8784835	1	6335321	71.5	0.13
GCA_036010525.1	Streptomyces anulatus	NBC_01196	8752978	8653151	1	6277725	71.5	
GCA_036206925.1	Streptomyces anulatus	NBC_00171	8526269	8526269	1	6093009	71.5	0.51
GCA_036227625.1	Streptomyces anulatus	NBC_01437	9054077	9054077	1	6470960	71.5	0.38
GCA_036227645.1	Streptomyces anulatus	NBC_01436	9054117	9054117	1	6471005	71.5	0.38
GCA_036232045.1	Streptomyces anulatus	NBC_01421	9054251	9017348	1	6459139	71.5	
GCA_036346555.1	Streptomyces anulatus	NBC_00535	8880487	8576883	1	6364930	71.5	0.27
GCA_036346915.1	Streptomyces anulatus	NBC_00502	8782423	8782423	1	6297318	71.5	0.19
GCA_040297085.1	Streptomyces anulatus	NPDC001874	8973651	22811	113	6420942	71.5	0.38
GCA_040299165.1	Streptomyces anulatus	NPDC000968	8986428	152298	18	6428811	71.5	0.38
GCA_040302525.1	Streptomyces anulatus	NPDC098075	8182061	38156	72	5878679	72	0.32
GCA_040632865.1	Streptomyces anulatus	NPDC017193	8323494	271187	10	5951326	71.5	0.38
GCA_040633795.1	Streptomyces anulatus	NPDC008038	8226638	181506	16	5887273	71.5	
GCA_040636965.1	Streptomyces anulatus	NPDC032162	8853733	171223	16	6344003	71.5	
GCA_040637955.1	Streptomyces anulatus	NPDC027484	9261836	269691	11	6616668	71.5	0.76
GCA_040641255.1	Streptomyces anulatus	NPDC021057	8659966	192571	13	6189279	71.5	1.23
GCA_040650425.1	Streptomyces anulatus	NPDC048677	9003581	235349	13	6447196	71.5	
GCA_040653885.1	Streptomyces anulatus	NPDC050850	8486748	135489	20	6076411	71.5	
GCA_040660255.1	Streptomyces anulatus	NPDC049946	9216127	144754	19	6588120	71.5	0.38
GCA_040674515.1	Streptomyces anulatus	NPDC049943	9111302	216322	14	6518552	71.5	
GCA_040677955.1	Streptomyces anulatus	NPDC053725	8507004	263433	11	6097899	71.5	
GCA_040680395.1	Streptomyces anulatus	NPDC052073	8485597	147166	19	6073582	71.5	
GCA_040681895.1	Streptomyces anulatus	NPDC051559	8609213	195222	16	6165884	71.5	0.38
GCA_040681925.1	Streptomyces anulatus	NPDC051560	8560682	200841	16	6150354	72	
GCA_040683295.1	Streptomyces anulatus	NPDC093813	8866742	362049	9	6342166	71.5	0.95
GCA_040683535.1	Streptomyces anulatus	NPDC093523	8220406	270956	10	5889447	71.5	
GCA_040684255.1	Streptomyces anulatus	NPDC091372	8605464	111278	26	6162037	71.5	
GCA_040684655.1	Streptomyces anulatus	NPDC089883	8913961	164882	17	6381071	71.5	
GCA_040685615.1	Streptomyces anulatus	NPDC088345	9597106	104284	30	6843572	71.5	6.59
GCA_009739465.1	Streptomyces apocyni	TRM 66233	7030968	239872	11	4945768	70.5	6.06
GCA_008369065.1	Streptomyces apricus	SUN51	8852793	25886	106	6354370	72	0.85
GCA_003955715.1	Streptomyces aquilus	GGCR-6	10393987	10393987	1	7363910	71	0.57
GCA_008932075.1	Streptomyces arboris	TRM68085	8300205	97244	24	5925468	71.5	1.1
GCA_003112575.1	Streptomyces ardesiacus	NBRC 15402	7851547	752736	4	5704506	72.5	0.88
GCA_023534765.1	Streptomyces ardesiacus	6G-OA-21	7841532	150556	17	5693188	72.5	0.32
GCA_036815145.1	Streptomyces ardesiacus	IBSBF 3360	8128625	32023	80	5892284	72.5	1.32
GCA_040303605.1	Streptomyces ardesiacus	NPDC094450	8042218	249834	12	5831395	72.5	0.13
GCA_040612435.1	Streptomyces ardesiacus	NPDC006376	7675706	155509	13	5577992	72.5	0.56
GCA_040628675.1	Streptomyces ardesiacus	NPDC006166	7763923	151880	16	5640329	72.5	0.13
GCA_040634975.1	Streptomyces ardesiacus	NPDC007026	7834501	255411	10	5691131	72.5	0.18
GCA_022343545.1	Streptomyces arenae	DSM 40737	10527565	205194	18	7508648	71.5	1.81
GCA_013046785.1	Streptomyces argyrophyllae	Jing01	7815457	7815457	1	5662565	72.5	0.51
GCA_003355155.1	Streptomyces armeniacus	ATCC 15676	8083249	1912867	2	5842832	72.5	0.95
GCA_018138715.1	Streptomyces asiaticus	DSM 41761	11877923	10122692	1	8433569	71	1.23
GCA_039525865.1	Streptomyces asiaticus	JCM 11443	11932274	161182	23	8432462	70.5	2.6
GCA_040646455.1	Streptomyces asiaticus	NPDC045866	11376863	181898	20	8094121	71	2.27
GCA_013085465.1	Streptomyces asoensis	H2S5	10044300	10044300	1	7135005	71	0.38
GCA_014649075.1	Streptomyces asoensis	JCM 4185	8904200	369621	9	6439511	72.5	0.76
GCA_016860545.1	Streptomyces asoensis	NBRC 13813	8834141	2349198	2	6388102	72.5	0.76
GCA_040296265.1	Streptomyces asoensis	NPDC002231	8986230	86388	29	6492615	72.5	
GCA_040641075.1	Streptomyces asoensis	NPDC021316	8614873	125051	21	6240263	72.5	0.76
GCA_040641095.1	Streptomyces asoensis	NPDC021295	8991015	276600	12	6499795	72.5	0.76
GCA_040641115.1	Streptomyces asoensis	NPDC021286	8963102	250773	13	6462076	72	0.09
GCA_040641135.1	Streptomyces asoensis	NPDC021300	8866125	221082	13	6406271	72.5	
GCA_040641175.1	Streptomyces asoensis	NPDC021246	8614173	20723	118	6224985	72.5	0.66
GCA_040642475.1	Streptomyces asoensis	NPDC047808	8645359	197125	13	6256257	72.5	0.09
GCA_040650795.1	Streptomyces asoensis	NPDC048618	8686658	235324	13	6284223	72.5	0.38
GCA_003330865.1	Streptomyces atratus	SCSIO_ZH16	9641288	9641288	1	6709485	69.5	0.51
GCA_014648655.1	Streptomyces atratus	JCM 3386	9827082	188329	16	6839092	69.5	0.76
GCA_025153975.1	Streptomyces atratus	PY-1	9249153	158519	17	6552826	71	1.23
GCA_026342895.1	Streptomyces atratus	NBC_00141	9173270	8687586	1	6373206	69.5	0.66
GCA_034300035.1	Streptomyces atratus	MJM3502	9314038	9314038	1	6482939	69.5	0.38
GCA_040549255.1	Streptomyces atratus	PvR053	8884616	269891	11	6182323	69.5	0.19
GCA_040655115.1	Streptomyces atratus	NPDC050527	8673062	100696	22	6051249	70	0.57
GCA_900119365.1	Streptomyces atratus	OK807	8510691	206561	13	5996110	70.5	1.52
GCA_001418325.1	Streptomyces atriruber	NRRL B-24165	8892875	23936	106	6338721	71.5	0.82
GCA_040645235.1	Streptomyces atriruber	NPDC046838	9341115	336570	10	6665836	71.5	1.63
GCA_000717025.1	Streptomyces atroolivaceus	NRRL ISP-5137	8216207	332139	8	5811084	70.5	
GCA_040653775.1	Streptomyces atroolivaceus	NPDC050981	7964397	196317	13	5640991	71	
GCA_040683255.1	Streptomyces atroolivaceus	NPDC093820	8128248	286551	11	5747311	70.5	
GCA_928722305.1	Streptomyces atroolivaceus	TUE2108	7920474	219353	12	5587676	71	
GCA_039533285.1	Streptomyces atrovirens	JCM 6913	8723571	98256	26	6270279	72	0.57
GCA_001418335.1	Streptomyces aurantiacus	NRRL ISP-5412	9255252	28924	87	6499534	70	1.14
GCA_014701115.1	Streptomyces aurantiacus	JCM 4677	9428393	9428393	1	6627019	70.5	0.76
GCA_027107535.1	Streptomyces aurantiacus	Qhu-M197	9899183	9539225	1	6982863	70.5	0.51
GCA_030816745.1	Streptomyces aurantiacus	B2I16	9748550	9748550	1	6849623	70.5	0.38
GCA_040301945.1	Streptomyces aurantiacus	NPDC000061	9048035	298821	10	6512702	72	0.73
GCA_040642035.1	Streptomyces aurantiacus	NPDC020402	9513606	132649	21	6688237	70.5	1.14
GCA_000414115.1	Streptomyces aurantiacus JA 4570	JA 4570	8762126	32382	79	6306100	72	0.92
GCA_014649375.1	Streptomyces aurantiogriseus	JCM 4346	10609595	322564	12	7534197	71	0.38
GCA_000280865.2	Streptomyces auratus AGR0001	AGR0001	7901452	7901452	1	5643977	71.5	0.79
GCA_000720475.1	Streptomyces aureocirculatus	NRRL ISP-5386	9321142	156070	18	6636652	71	0.69
GCA_000725745.1	Streptomyces aureocirculatus	NRRL ISP-5401	9315748	136678	17	6633073	71	0.69
GCA_010669165.1	Streptomyces aureoverticillatus	HN6	9738430	9617533	1	6962766	71.5	1.1
GCA_000725495.1	Streptomyces aureus	NRRL B-1941	9928053	314797	10	7103416	71.5	2.1
GCA_001418135.1	Streptomyces aureus	NRRL B-2808	7926662	17694	128	5693212	72	0.24
GCA_039527835.1	Streptomyces aureus	JCM 12605	9872177	35626	80	6918873	70	0.99
GCA_040638105.1	Streptomyces aureus	NPDC026676	9653511	36229	81	6917533	71.5	1.67
GCA_041537965.1	Streptomyces aureus	CACIA-1.46HGO	10631644	305162	12	7459284	70	2.7
GCA_001983975.1	Streptomyces autolyticus	CGMCC0516	10184660	10029028	1	7252465	71	1.14
GCA_001514135.1	Streptomyces avermitilis	DSM 46492	8950231	247714	8	6312061	70.5	1.17
GCA_002017835.1	Streptomyces avermitilis	MJM 7007	9446868	459135	4	6680436	70.5	1.55
GCA_005405965.1	Streptomyces avermitilis	NBRC 14893	10484508	9069390	1	7395335	70.5	1.55
GCA_005405985.1	Streptomyces avermitilis	ATCC 31267	10503935	9110247	1	7408375	70.5	0.6
GCA_005406005.1	Streptomyces avermitilis	cw2	8300465	7644811	1	5883687	71	0.88
GCA_039544815.1	Streptomyces avermitilis	NBRC 14893	10416054	79797	39	7356710	70.5	1.64
GCA_040606515.1	Streptomyces avermitilis	NPDC005403	10034325	66959	37	7059324	70.5	0.47
GCA_040606755.1	Streptomyces avermitilis	NPDC005384	10631510	47108	68	7491597	70.5	1.2
GCA_040606875.1	Streptomyces avermitilis	NPDC005361	9450480	64971	44	6661096	70.5	0.87
GCA_040607005.1	Streptomyces avermitilis	NPDC005348	9617547	107248	27	6777398	70.5	0.38
GCA_040607035.1	Streptomyces avermitilis	NPDC005337	8980854	84519	34	6332177	70.5	0.76
GCA_040607555.1	Streptomyces avermitilis	NPDC005277	10422506	154470	20	7344487	70.5	1.1
GCA_040630595.1	Streptomyces avermitilis	NPDC005766	9899667	82189	34	6963838	70.5	0.98
GCA_040633825.1	Streptomyces avermitilis	NPDC007866	9378541	161054	19	6609104	70.5	0.92
GCA_040652475.1	Streptomyces avermitilis	NPDC048250	10578378	64989	48	7445406	70.5	1.2
GCA_040652535.1	Streptomyces avermitilis	NPDC048249	10711996	136598	24	7542784	70.5	1.1
GCA_000009765.2	Streptomyces avermitilis MA-4680 = NBRC 14893	MA-4680	9119895	9025608	1	6447889	70.5	1.17
GCA_000764715.1	Streptomyces avermitilis MA-4680 = NBRC 14893	NBRC 14893	10426843	400101	9	7356837	70.5	1.64
GCA_000968255.1	Streptomyces avermitilis MA-4680 = NBRC 14893	MA-4680	10468295	486485	7	7385736	70.5	1.64
GCA_029277425.1	Streptomyces avermitilis MA-4680 = NBRC 14893	MA-4680 = NBRC 14893	9724349	9631365	1	6873918	70.5	0.76
GCA_000719135.1	Streptomyces avicenniae	NRRL B-24776	6480326	276597	6	4760024	73.5	0.57
GCA_014650695.1	Streptomyces avidinii	JCM 4726	8343340	197200	12	5993826	72	0.38
GCA_017874515.1	Streptomyces avidinii	DSM 40526	8355800	412043	6	6003962	72	0.38
GCA_039532135.1	Streptomyces axinellae	JCM 16373	7803961	300261	10	5571672	71.5	1.19
GCA_001270025.1	Streptomyces azureus	ATCC 14921	8790205	52084	50	6234781	71	0.51
GCA_000716025.1	Streptomyces baarnensis	NRRL B-2842	8227069	63774	42	5864327	72	0.41
GCA_036879385.1	Streptomyces baarnensis	assi-23TB	8488540	74050	33	6095246	72	0.52
GCA_003268675.1	Streptomyces bacillaris	ATCC 15855	7888441	7888441	1	5676053	72	1.06
GCA_040299545.1	Streptomyces bacillaris	NPDC000731	8519321	159403	16	6117526	72	1
GCA_040302925.1	Streptomyces bacillaris	NPDC096318	8034114	309210	10	5800643	72	1.43
GCA_040610555.1	Streptomyces bacillaris	NPDC004037	7918360	63954	34	5706445	72	1.37
GCA_040628715.1	Streptomyces bacillaris	NPDC006204	7756817	61535	38	5595330	72	0.96
GCA_040633775.1	Streptomyces bacillaris	NPDC012424	7741240	170963	15	5583417	72	0.91
GCA_040634735.1	Streptomyces bacillaris	NPDC007061	7600289	211863	13	5467122	72	0.81
GCA_040635815.1	Streptomyces bacillaris	NPDC006869	7898474	63890	41	5674664	72	1.18
GCA_040637915.1	Streptomyces bacillaris	NPDC027865	8413853	286430	10	6061447	72	1
GCA_040644955.1	Streptomyces bacillaris	NPDC007054	7664726	126631	19	5518360	72	1.06
GCA_040679305.1	Streptomyces bacillaris	NPDC052293	7698353	188694	14	5552200	72	0.87
GCA_040684055.1	Streptomyces bacillaris	NPDC093019	7818144	174286	15	5635190	72	0.87
GCA_040686275.1	Streptomyces bacillaris	NPDC085798	7714847	167333	16	5564358	72	0.87
GCA_040802035.1	Streptomyces bacillaris	NPDC027993	7976498	87646	28	5740062	72	1.06
GCA_014649415.1	Streptomyces badius	JCM 4350	7515187	47835	55	5362967	71.5	0.09
GCA_019400985.1	Streptomyces bambusae	SK60	8112550	20623	122	5907339	73	1.45
GCA_020532645.1	Streptomyces bambusae	T110	8305856	106707	25	6063608	73	0.95
GCA_039530525.1	Streptomyces bangladeshensis	JCM 14924	8932251	271198	13	6506885	73	1.14
GCA_002811705.2	Streptomyces barkulensis	RC 1831	6383258	31706	65	4642534	73	1.17
GCA_002843305.1	Streptomyces barkulensis	RC 1831	6544873	125886	17	4767810	73	1.17
GCA_020819595.1	Streptomyces barringtoniae	JA03	9045328	364153	10	6449091	71.5	0.8
GCA_015910445.1	Streptomyces bathyalis	ASO4wet	7377472	7377472	1	5181786	70	0.85
GCA_004784475.1	Streptomyces bauhiniae	Bv016	6747476	696214	4	4840005	71.5	0.95
GCA_010548675.1	Streptomyces bauhiniae	SID7754	6839338	42839	50	4892305	71.5	0.95
GCA_040304005.1	Streptomyces bauhiniae	NPDC094017	6728309	493344	6	4818813	71.5	1.52
GCA_040609335.1	Streptomyces bauhiniae	NPDC004693	6916588	429745	6	4964687	72	2.08
GCA_040704155.1	Streptomyces bauhiniae	NPDC047814	6511318	183497	12	4672798	72	0.95
GCA_019710745.1	Streptomyces beigongshangae	REN17	9128061	105427	25	6566578	72	2.03
GCA_026274175.1	Streptomyces beihaiensis	GXMU-J5	6910013	37912	52	4932957	71.5	0.57
GCA_017315755.1	Streptomyces beijiangensis	DSM 41794	8403055	21718	113	5849372	69.5	2.68
GCA_039526835.1	Streptomyces beijiangensis	JCM 11882	8394580	525254	6	5851370	69.5	0.43
GCA_007280575.1	Streptomyces benahoarensis	MZ03-37	6995846	16345	116	5048087	72	1.33
GCA_007280585.1	Streptomyces benahoarensis	MZ03-48	6913747	11372	165	4986457	72	1.83
GCA_000719285.1	Streptomyces bicolor	NRRL B-5348	9481884	232223	14	6687088	70.5	1.14
GCA_000725465.1	Streptomyces bicolor	NRRL B-3897	9624527	232827	14	6784504	70.5	1.14
GCA_000716245.1	Streptomyces bikiniensis	NRRL ISP-5581	7858863	4586	483	5357869	73	
GCA_000716625.1	Streptomyces bikiniensis	NRRL ISP-5580	7391008	142934	17	5400757	73	0.8
GCA_000718595.1	Streptomyces bikiniensis	NRRL ISP-5582	7389938	232053	10	5400284	73	0.8
GCA_000092385.1	Streptomyces bingchenggensis BCW-1	BCW-1	11936683	11936683	1	8445751	71	1.04
GCA_039521185.1	Streptomyces blastmyceticus	JCM 4565	8115695	190087	13	5797621	71.5	2.57
GCA_009709555.1	Streptomyces blattellae	TRM63209	8494434	89619	27	5963906	70	0.47
GCA_014650715.1	Streptomyces bluensis	JCM 4729	9022007	376825	7	6371204	70.5	0.69
GCA_040297325.1	Streptomyces bluensis	NPDC001823	8782611	207102	13	6197366	70.5	0.76
GCA_040297485.1	Streptomyces bluensis	NPDC001775	9329077	154563	20	6577902	70.5	2.15
GCA_002154575.1	Streptomyces bobili	NRRL B-1338	8062541	17336	132	5742650	71.5	0.01
GCA_026343715.1	Streptomyces bobili	NBC_00018	8772729	8695366	1	6248759	71	
GCA_036172715.1	Streptomyces bobili	NBC_00302	9287515	9287515	1	6607785	71	
GCA_040613415.1	Streptomyces bobili	NPDC006271	8999554	221323	12	6398138	71	1.42
GCA_040613475.1	Streptomyces bobili	NPDC006266	8797797	156834	19	6261916	71	1.45
GCA_040653555.1	Streptomyces bobili	NPDC047888	9107114	126075	21	6486967	71	
GCA_040674735.1	Streptomyces bobili	NPDC049741	8736991	26318	83	6219934	71	0.66
GCA_040679635.1	Streptomyces bobili	NPDC052235	8498302	253178	12	6059189	71.5	
GCA_040681555.1	Streptomyces bobili	NPDC051741	9742987	223441	13	6933899	71	
GCA_041051855.1	Streptomyces bobili	GDT1	9925366	9734620	1	7051307	71	
GCA_012033785.1	Streptomyces bohaiensis	11A07	5631806	16815	95	4152841	73.5	0.47
GCA_036246125.1	Streptomyces bohaiensis	JCM19630	5698487	13470	132	4206355	74	0.47
